Middle layer Super Output Areas Code,Middle layer Super Output Areas,Asian_Asian_British_or_Asian_Welsh,Black_Black_British_Black_Welsh_Caribbean_or_African,Mixed_or_Multiple_ethnic_groups,White_English_Welsh_Scottish_Northern_Irish_or_British,White_Irish,White_Gypsy_or_Irish_Traveller_Roma_or_Other_White,Other_ethnic_group,Total
E02006395,Runnymede 003,943,134,342,7181,118,859,176,9753
E02006396,Runnymede 004,546,94,169,4510,66,463,116,5964
E02006397,Runnymede 005,903,84,265,3758,89,1042,192,6333
E02006398,Runnymede 006,544,150,303,6624,143,772,118,8654
E02006399,Runnymede 007,983,240,447,9172,151,1089,189,12271
E02006400,Runnymede 008,438,146,115,4388,69,460,69,5685
E02006401,Runnymede 009,658,204,338,8277,163,917,154,10711
E02006402,Runnymede 010,636,90,302,8035,98,647,130,9938
E02006403,Spelthorne 001,1469,260,230,3642,59,716,363,6739
E02006404,Spelthorne 002,1950,353,318,3977,54,802,303,7757
E02006405,Spelthorne 003,1744,328,438,7473,146,1009,291,11429
E02006406,Spelthorne 004,1421,247,409,5292,161,1153,270,8953
E02006407,Spelthorne 005,1169,226,311,6693,135,611,163,9308
E02006408,Spelthorne 006,1069,267,312,6139,89,747,228,8851
E02006409,Spelthorne 007,677,109,222,5092,75,490,110,6775
E02006410,Spelthorne 008,1239,368,435,5403,81,726,261,8513
E02006411,Spelthorne 009,633,87,181,5576,116,519,80,7192
E02006412,Spelthorne 010,783,128,321,5613,159,574,164,7742
E02006413,Spelthorne 011,424,103,237,5126,113,351,118,6472
E02006414,Spelthorne 012,294,40,164,5349,51,270,71,6239
E02006415,Spelthorne 013,268,32,186,5886,84,454,78,6988
E02006416,Surrey Heath 001,298,33,192,7100,85,578,98,8384
E02006417,Surrey Heath 002,333,77,192,4904,67,416,92,6081
E02006418,Surrey Heath 003,324,42,150,5617,65,289,50,6537
E02006419,Surrey Heath 004,919,139,237,6048,117,609,179,8248
E02006420,Surrey Heath 005,802,163,213,5800,77,488,201,7744
E02006421,Surrey Heath 006,662,201,293,8457,74,512,137,10336
E02006422,Surrey Heath 007,500,103,159,4932,40,392,81,6207
E02006423,Surrey Heath 008,1793,239,342,7508,89,910,327,11208
E02006424,Surrey Heath 009,772,97,188,4913,55,346,124,6495
E02006425,Surrey Heath 010,1006,112,191,4498,60,410,165,6442
E02006426,Surrey Heath 011,253,82,132,4670,51,283,71,5542
E02006427,Surrey Heath 012,395,140,169,6026,57,357,84,7228
E02006429,Tandridge 002,578,396,509,6073,101,466,89,8212
E02006430,Tandridge 003,590,372,473,7487,86,365,143,9516
E02006431,Tandridge 004,750,500,663,8580,154,787,138,11572
E02006432,Tandridge 005,234,103,205,4753,100,207,70,5672
E02006433,Tandridge 006,164,82,223,8374,105,499,44,9491
E02006434,Tandridge 007,102,49,188,5895,75,275,47,6631
E02006435,Tandridge 008,110,61,176,5349,72,313,35,6116
E02006436,Tandridge 009,117,76,207,5449,49,284,33,6215
E02006437,Tandridge 010,162,56,216,7486,81,341,46,8388
E02006438,Tandridge 011,264,83,185,7255,69,437,58,8351
E02006439,Waverley 001,206,19,97,5539,70,277,29,6237
E02006440,Waverley 002,247,82,152,6237,65,362,50,7195
E02006441,Waverley 003,388,89,225,6979,75,605,68,8429
E02006442,Waverley 004,235,19,154,5468,65,422,50,6413
E02006443,Waverley 005,162,46,192,6504,70,478,50,7502
E02006444,Waverley 006,264,33,198,6242,80,323,37,7177
E02006445,Waverley 007,309,128,259,6845,73,740,83,8437
E02006446,Waverley 008,149,63,146,6055,80,449,37,6979
E02006447,Waverley 009,164,54,138,5971,58,340,23,6748
E02006448,Waverley 010,189,33,172,6402,90,455,46,7387
E02006449,Waverley 011,110,21,157,6255,58,316,41,6958
E02006450,Waverley 012,121,36,195,6228,84,461,38,7163
E02006451,Waverley 013,241,82,214,10463,133,596,60,11789
E02006453,Waverley 015,153,33,143,7559,69,405,25,8387
E02006454,Waverley 016,108,43,134,5938,87,399,54,6763
E02006455,Waverley 017,275,68,117,5212,64,359,48,6143
E02006456,Woking 001,506,77,256,6415,76,577,115,8022
E02006457,Woking 002,533,73,261,7438,132,718,179,9334
E02006458,Woking 003,696,119,335,7008,117,813,135,9223
E02006459,Woking 004,5326,239,332,3008,38,1288,425,10656
E02006460,Woking 005,1359,178,299,6220,66,992,211,9325
E02006461,Woking 006,865,95,252,4508,104,819,145,6788
E02006462,Woking 007,668,167,271,6345,47,687,157,8342
E02006463,Woking 008,1688,334,454,5961,149,1741,331,10658
E02006464,Woking 009,429,111,241,5359,73,524,74,6811
E02006465,Woking 010,700,76,240,4334,99,688,78,6215
E02006466,Woking 011,1403,327,442,7556,73,1260,241,11302
E02006467,Woking 012,565,85,230,5760,74,461,90,7265
E02006534,Adur 001,182,84,257,8001,57,308,207,9096
E02006535,Adur 002,107,29,169,6701,60,240,57,7363
E02006536,Adur 003,163,47,152,6807,55,230,46,7500
E02006537,Adur 004,307,127,328,9001,75,510,187,10535
E02006538,Adur 005,174,65,322,8113,109,419,60,9262
E02006539,Adur 006,164,57,138,6663,42,197,31,7292
E02006540,Adur 007,111,32,112,5214,36,167,52,5724
E02006541,Adur 008,183,89,156,6888,54,348,58,7776
E02006542,Arun 001,49,22,92,5255,69,229,21,5737
E02006543,Arun 002,31,6,114,5257,49,118,24,5599
E02006544,Arun 003,167,36,162,10683,72,437,55,11612
E02006545,Arun 004,265,92,234,10546,35,935,55,12162
E02006546,Arun 005,170,61,192,10098,75,341,32,10969
E02006547,Arun 006,164,96,120,6165,53,281,33,6912
E02006548,Arun 007,93,45,158,9002,38,401,21,9758
E02006549,Arun 008,67,22,62,5848,50,158,41,6248
E02006550,Arun 009,144,44,141,8833,65,366,15,9608
E02006551,Arun 010,70,49,62,7472,65,212,25,7955
E02006552,Arun 011,290,60,192,5897,60,815,69,7383
E02006553,Arun 012,231,56,132,8264,41,867,73,9664
E02006554,Arun 013,41,17,67,6214,50,205,23,6617
E02006555,Arun 014,127,39,115,6241,19,1075,79,7695
E02006556,Arun 015,117,34,150,9817,63,376,36,10593
E02006557,Arun 016,191,35,111,6259,25,1074,73,7768
E02006558,Arun 017,277,91,219,7682,76,2217,163,10725
E02006559,Arun 018,74,20,77,7576,50,342,42,8181
E02006560,Arun 019,65,32,86,9069,64,354,35,9705
E02006561,Chichester 001,68,17,117,6122,59,309,13,6705
E02006562,Chichester 002,31,19,113,5740,44,205,8,6160
E02006563,Chichester 003,42,29,102,5281,42,229,29,5754
E02006564,Chichester 004,71,28,108,7334,60,367,22,7990
E02006565,Chichester 005,88,25,95,7593,54,280,29,8164
E02006566,Chichester 006,111,29,142,7561,58,281,51,8233
E02006567,Chichester 007,25,16,76,7307,37,204,18,7683
E02006568,Chichester 008,517,158,309,10328,76,772,139,12299
E02006569,Chichester 009,123,223,168,8595,68,353,95,9625
E02006570,Chichester 010,480,87,190,7335,76,669,71,8908
E02006571,Chichester 011,139,34,131,7706,63,400,42,8515
E02006572,Chichester 012,276,63,220,9950,68,821,89,11487
E02006573,Chichester 013,103,28,144,10889,80,354,28,11626
E02006574,Chichester 014,91,28,132,10082,80,476,34,10923
E02006575,Crawley 001,2860,428,347,3844,65,1119,282,8945
E02006576,Crawley 002,1471,336,467,7444,71,697,226,10712
E02006577,Crawley 003,1209,382,322,5937,85,898,258,9091
E02006578,Crawley 004,2718,685,531,5754,64,2304,528,12584
E02006579,Crawley 005,1410,296,360,5136,65,859,227,8353
E02006580,Crawley 006,805,291,328,6107,57,659,149,8396
E02006581,Crawley 007,1631,545,466,5777,108,1512,315,10354
E02006582,Crawley 008,652,180,266,6100,62,442,147,7849
E02006583,Crawley 009,998,305,334,6835,61,785,163,9481
E02006584,Crawley 010,979,424,360,4983,71,842,181,7840
E02006585,Crawley 011,997,270,321,5706,51,789,179,8313
E02006586,Crawley 012,1426,602,358,4243,31,1127,251,8038
E02006587,Crawley 013,1078,586,381,5309,41,897,238,8530
E02006588,Horsham 001,622,226,330,8374,77,684,96,10409
E02006589,Horsham 002,411,53,228,9922,101,557,71,11343
E02006590,Horsham 003,204,75,218,7654,66,479,88,8784
E02006591,Horsham 004,326,101,234,6964,79,500,70,8274
E02006592,Horsham 005,189,23,74,6064,34,279,15,6678
E02006593,Horsham 006,618,133,333,8972,109,997,124,11286
E02006594,Horsham 007,468,97,330,9192,114,659,81,10941
E02006595,Horsham 008,247,314,270,7516,90,458,62,8957
E02006596,Horsham 009,160,44,144,8617,56,284,58,9363
E02006597,Horsham 010,224,79,271,11247,71,465,37,12394
E02006598,Horsham 011,49,10,84,5077,42,172,21,5455
E02006599,Horsham 012,44,12,95,6457,61,190,34,6893
E02006600,Horsham 013,99,47,140,9145,84,315,34,9864
E02006601,Horsham 014,167,53,164,8131,62,306,71,8954
E02006602,Horsham 015,72,21,111,8125,62,305,20,8716
E02006603,Horsham 016,75,22,106,7892,54,282,40,8471
E02006604,Mid Sussex 001,598,205,346,10707,122,1166,136,13280
E02006605,Mid Sussex 002,272,62,171,5472,54,291,41,6363
E02006606,Mid Sussex 003,208,54,236,7318,60,419,54,8349
E02006607,Mid Sussex 004,199,60,204,6947,73,432,45,7960
E02006608,Mid Sussex 005,106,34,112,5805,42,208,26,6333
E02006609,Mid Sussex 006,89,25,121,6219,61,342,31,6888
E02006610,Mid Sussex 007,169,71,164,6926,101,401,37,7869
E02006611,Mid Sussex 008,221,58,229,10216,147,549,59,11479
E02006612,Mid Sussex 009,803,160,388,9105,139,1062,171,11828
E02006613,Mid Sussex 010,471,88,223,6281,98,488,102,7751
E02006614,Mid Sussex 011,490,179,389,10814,149,702,129,12852
E02006615,Mid Sussex 012,262,60,162,6162,39,316,59,7060
E02006616,Mid Sussex 013,333,102,242,8573,57,464,67,9838
E02006617,Mid Sussex 014,882,72,223,7311,70,512,63,9133
E02006618,Mid Sussex 015,190,30,146,5772,70,213,35,6456
E02006619,Mid Sussex 016,105,36,226,8210,87,348,69,9081
E02006620,Mid Sussex 017,108,40,242,9132,85,384,47,10038
E02006621,Worthing 001,105,38,132,7145,61,196,14,7691
E02006622,Worthing 002,183,78,188,7090,61,218,71,7889
E02006623,Worthing 003,188,65,130,7312,46,288,60,8089
E02006624,Worthing 004,190,35,154,6609,35,262,45,7330
E02006625,Worthing 005,331,82,195,6942,37,377,89,8053
E02006626,Worthing 006,463,172,282,8681,49,442,98,10187
E02006627,Worthing 007,382,115,257,8238,67,469,78,9606
E02006628,Worthing 008,422,127,304,7191,79,706,113,8942
E02006629,Worthing 009,548,102,231,6305,90,440,94,7810
E02006630,Worthing 010,378,142,241,7099,113,791,142,8906
E02006631,Worthing 011,701,221,343,7401,119,1212,190,10187
E02006632,Worthing 012,262,77,232,7096,106,410,61,8244
E02006633,Worthing 013,234,28,165,7573,80,275,51,8406
E02006782,Bromley 040,833,1203,541,4369,110,747,323,8126
E02006783,Lewisham 037,695,2179,614,3046,75,860,303,7772
E02006784,Lewisham 038,792,2166,590,3081,101,809,429,7968
E02006785,Bexley 029,1086,524,197,3980,69,566,203,6625
E02006786,Greenwich 033,1124,1899,468,2912,74,779,302,7558
E02006787,Bromley 041,471,508,529,5336,192,702,156,7894
E02006788,Croydon 045,731,2394,779,2688,112,625,282,7611
E02006789,Bromley 042,117,86,197,6005,64,259,51,6779
E02006790,Tandridge 012,200,154,286,6641,108,268,60,7717
E02006791,Ealing 040,816,552,491,3389,191,1707,420,7566
E02006792,Hounslow 029,1238,294,636,3645,293,2145,748,8999
E02006793,Enfield 037,1112,2964,499,1487,82,1977,1523,9644
E02006794,Haringey 037,596,3119,590,1217,80,1647,1038,8287
E02006795,Harrow 032,4581,411,260,1227,97,854,840,8270
E02006796,Hillingdon 033,2588,542,467,4210,290,1072,526,9695
E02006798,Lewisham 039,1193,3000,650,2216,106,1144,579,8888
E02006799,Barking and Dagenham 023,3589,1974,462,3912,73,1388,642,12040
E02006800,Redbridge 034,8786,1316,539,1649,128,1357,906,14681
E02006801,Lambeth 036,1634,1244,555,2751,186,1730,467,8567
E02006802,Southwark 034,1459,1868,670,2867,176,1574,661,9275
E02006821,Portsmouth 026,151,66,92,6145,16,126,64,6660
E02006822,Havant 018,249,34,144,8594,25,216,46,9308
E02006823,Buckinghamshire 039,379,53,274,7658,131,387,54,8936
E02006824,Buckinghamshire 036,567,101,293,8129,75,280,89,9534
E02006825,East Cambridgeshire 011,102,67,111,5450,113,337,18,6198
E02006826,West Suffolk 015,581,140,286,7097,148,1344,151,9747
E02006829,East Hampshire 016,78,33,89,6913,41,210,32,7396
E02006830,Havant 019,112,38,89,6237,22,143,28,6669
E02006831,Havant 020,83,24,58,5880,12,103,26,6186
E02006832,Sevenoaks 016,69,74,101,5532,59,201,30,6066
E02006833,Tonbridge and Malling 014,232,89,291,11167,87,487,51,12404
E02006836,Sutton 025,2258,244,357,4779,149,643,293,8723
E02006837,Epsom and Ewell 010,1546,158,527,8225,183,862,286,11787
E02006838,East Hampshire 017,97,29,123,6264,51,336,42,6942
E02006839,Waverley 018,308,41,152,7424,65,488,40,8518
E02006853,Tower Hamlets 032,4984,800,575,1857,107,2227,465,11015
E02006854,Tower Hamlets 033,2626,353,326,1318,83,1890,478,7074
E02006855,Canterbury 019,342,219,257,4555,65,788,193,6419
E02006856,Canterbury 020,762,381,463,7455,120,1585,376,11142
E02006857,Eastbourne 013,222,84,199,7744,91,537,118,8995
E02006858,Eastbourne 014,219,89,168,5733,68,462,96,6835
E02006859,Thurrock 019,1137,1558,370,3281,44,1119,181,7690
E02006873,South Cambridgeshire 020,1341,275,422,6297,45,1286,222,9888
E02006874,South Cambridgeshire 021,661,184,291,8172,80,726,121,10235
E02006877,Peterborough 022,806,467,429,7490,47,1473,190,10902
E02006878,Peterborough 023,1167,976,735,7980,84,1803,236,12981
E02006879,Folkestone and Hythe 014,268,133,218,4948,72,760,145,6544
E02006880,Folkestone and Hythe 015,215,115,253,5214,87,647,115,6646
E02006882,Harrow 033,8200,824,351,1857,288,2128,746,14394
E02006886,Vale of White Horse 016,213,179,274,12364,92,605,126,13853
E02006907,Norwich 014,744,195,224,4886,58,821,186,7114
E02006908,Norwich 015,204,82,154,4390,43,618,72,5563
E02006918,Hackney 028,1223,2166,527,2333,152,1269,725,8395
E02006921,Hackney 029,800,1786,387,2898,71,1148,838,7928
E02006922,Colchester 022,617,459,361,11630,85,797,165,14114
E02006924,Redbridge 035,8824,803,379,1419,85,1332,758,13600
E02006925,Redbridge 036,9643,622,385,1741,48,1014,971,14424
E02006926,Thurrock 020,803,1369,283,4528,48,824,153,8008
E02006927,Greenwich 034,1627,1902,736,5674,224,1721,483,12367
E02006928,Greenwich 035,1703,2052,978,4220,207,2357,575,12092
E02006930,Greenwich 037,1059,1290,658,4405,248,1832,354,9846
E02006931,Greenwich 038,784,1469,645,4683,223,1387,269,9460
E02006937,Luton 022,1817,1166,485,2613,138,2699,453,9371
E02006938,Luton 023,1775,958,296,1351,144,1549,310,6383
E02006939,Reading 019,1912,681,314,1989,93,1685,401,7075
E02006940,Reading 020,2318,663,381,2709,93,1656,421,8241
E02006941,Southwark 035,760,187,330,2272,163,1433,165,5310
E02006942,Southwark 036,747,1146,510,2442,175,1311,413,6744
E02006953,Barnet 042,2748,1135,554,1436,73,2137,1086,9169
E02006954,Barnet 043,3715,1103,521,1405,142,2101,1126,10113
E02006955,Brent 035,2628,957,411,1202,176,1491,643,7508
E02006956,Brent 036,3673,1690,322,985,144,1375,641,8830
E02006968,Ealing 041,1947,401,570,2465,203,1668,1096,8350
E02006969,Ealing 042,1395,343,334,1845,173,1822,507,6419
E02006970,Ealing 043,5462,551,152,201,24,224,731,7345
E02006971,Ealing 044,5943,735,140,221,13,192,1051,8295
E02006972,Hounslow 030,955,626,380,1768,118,975,591,5413
E02006973,Hounslow 031,1350,1089,600,3092,192,1443,728,8494
E02006975,Portsmouth 027,1263,1117,433,6001,49,924,488,10275
E02006976,Portsmouth 028,820,325,188,3354,20,348,254,5309
E02006978,Chelmsford 022,745,386,332,4728,111,802,153,7257
E02006979,Chelmsford 023,648,407,280,4086,60,807,139,6427
E02006980,Rochford 011,89,35,127,7063,56,116,21,7507
E02006981,Rochford 012,112,37,144,7453,29,101,42,7918
E02006987,Croydon 046,1547,1434,524,1958,94,1390,427,7374
E02006988,Croydon 047,1097,1491,610,2475,90,1066,332,7161
E02006991,Greenwich 039,998,966,481,2118,108,1378,270,6319
E02006992,Greenwich 040,1263,1271,555,3053,141,1601,345,8229
E02006993,Greenwich 041,1684,1573,639,2288,109,1721,386,8400
E02006994,Greenwich 042,1301,2365,476,1864,61,1239,335,7641
E02006995,Newham 038,2175,1309,560,2401,146,1540,507,8638
E02006996,Newham 039,2674,1408,509,1732,94,1570,439,8426
E02006997,Newham 040,1643,1213,487,1613,103,1473,356,6888
E02006998,Newham 041,1405,2164,440,1327,35,1358,356,7085
E02006999,Newham 042,3021,2030,835,2328,126,2500,406,11246
E02007004,Thurrock 021,515,1558,335,2994,30,1130,129,6691
E02007005,Thurrock 022,883,1777,335,3468,56,1708,189,8416
E02007008,Lewisham 040,1065,1251,426,1364,98,1205,355,5764
E02007009,Lewisham 041,1136,2532,759,2722,141,1364,486,9140
E02007010,Bedford 021,610,485,433,6260,66,620,59,8533
E02007011,Bedford 022,1083,389,443,4947,75,533,126,7596
E02007012,Milton Keynes 033,1615,948,399,4132,60,866,259,8279
E02007013,Milton Keynes 034,2153,1542,576,4184,59,1250,349,10113
E02007014,Milton Keynes 035,802,748,317,4070,51,1021,113,7122
E02007015,Milton Keynes 036,1556,972,485,5545,74,831,192,9655
E02007016,Milton Keynes 037,2090,792,516,4783,59,735,236,9211
E02007017,Redbridge 037,4239,1282,398,1870,63,543,421,8816
E02007018,Redbridge 038,3255,1195,377,1256,56,777,354,7270
E02007019,Redbridge 039,4720,641,212,493,14,685,397,7162
E02007020,Redbridge 040,6807,891,262,496,29,703,652,9840
E02007021,Oxford 020,1637,536,491,4002,146,1274,355,8441
E02007032,North Norfolk 015,37,7,63,6572,38,89,8,6814
E02007033,North Norfolk 016,35,9,89,5884,59,98,20,6194
E02007046,Ashford 015,659,177,183,5505,38,376,91,7029
E02007047,Ashford 016,977,432,276,6327,35,547,248,8842
E02007052,Norwich 016,282,236,207,4813,49,751,126,6464
E02007053,Norwich 017,479,164,229,4365,37,671,135,6080
E02007054,South Norfolk 016,473,257,226,7106,16,586,79,8743
E02007055,South Norfolk 017,183,76,123,6817,18,271,44,7532
E02007056,Colchester 023,766,414,365,6356,46,588,130,8665
E02007057,Colchester 024,996,380,296,5022,44,622,167,7527
E02007068,Slough 015,3882,536,303,964,38,877,419,7019
E02007069,Slough 016,5223,482,211,642,31,926,563,8078
E02007074,Southampton 033,1633,782,463,3666,71,1624,502,8741
E02007075,Southampton 034,611,228,205,2919,41,1012,285,5301
E02007076,Test Valley 016,327,352,225,6039,15,615,95,7668
E02007077,Test Valley 017,292,202,204,6300,17,409,50,7474
E02007078,Test Valley 018,201,55,81,4276,25,396,41,5075
E02007083,Wandsworth 038,1153,790,540,2243,120,2242,626,7714
E02007084,Wandsworth 039,1143,2535,690,2903,165,1827,624,9887
E02007085,South Cambridgeshire 022,639,150,360,9030,131,1381,194,11885
E02007086,Cambridge 015,1956,353,881,5151,112,2247,433,11133
E02007087,Cambridge 014,925,184,357,3229,98,1225,211,6229
E02007088,North Hertfordshire 016,90,56,137,7055,65,259,21,7683
E02007089,North Hertfordshire 017,462,397,353,5695,65,348,84,7404
E02007090,St Albans 021,431,147,279,4732,111,455,111,6266
E02007091,Stevenage 013,350,288,166,5144,71,345,71,6435
E02007092,Welwyn Hatfield 017,359,270,238,3914,74,524,108,5487
E02007093,East Hertfordshire 019,78,35,121,7552,82,213,34,8115
E02007108,Hackney 030,580,658,448,2239,173,1468,373,5939
E02007109,Hackney 031,660,1348,515,2836,183,1360,712,7614
E02007110,Hackney 032,892,1311,518,1904,142,1828,737,7332
E02007111,Hackney 033,817,814,430,1632,142,1669,445,5949
E02007112,Tower Hamlets 034,2414,417,273,1081,72,1364,272,5893
E02007113,Tower Hamlets 035,3450,607,375,1198,70,1347,414,7461
E02007114,Tower Hamlets 036,3097,505,561,1371,77,1600,353,7564
E02007115,Camden 029,3569,1114,845,2877,211,2245,726,11587
E02007116,Oxford 019,2008,362,422,3518,154,1370,343,8177
