Middle layer Super Output Areas Code,Middle layer Super Output Areas,No_qualifications,Level_1_and_entry_level_qualifications,Level_2_qualifications,Apprenticeship,Level_3_qualifications,Level_4_qualifications_or_above,Other,Does_not_apply,total
E02006420,Surrey Heath 005,688,517,890,215,962,3078,163,1233,7746
E02006421,Surrey Heath 006,933,699,1305,374,1431,3271,172,2151,10336
E02006422,Surrey Heath 007,422,420,768,213,938,2089,87,1269,6206
E02006423,Surrey Heath 008,1516,959,1262,427,1457,3342,310,1932,11205
E02006424,Surrey Heath 009,565,477,745,214,908,2240,128,1218,6495
E02006425,Surrey Heath 010,791,559,741,222,815,1970,129,1213,6440
E02006426,Surrey Heath 011,531,460,629,238,821,1723,99,1041,5542
E02006427,Surrey Heath 012,805,604,848,320,1067,2061,159,1364,7228
E02006429,Tandridge 002,709,605,999,228,1243,2694,166,1568,8212
E02006430,Tandridge 003,1102,763,1217,360,1430,2410,170,2062,9514
E02006431,Tandridge 004,1047,745,1403,329,1523,3727,205,2589,11568
E02006432,Tandridge 005,645,405,674,204,815,1768,120,1040,5671
E02006433,Tandridge 006,762,564,1039,231,1217,3740,168,1770,9491
E02006434,Tandridge 007,776,552,782,231,814,1947,116,1412,6630
E02006435,Tandridge 008,733,422,708,199,805,1960,123,1164,6114
E02006436,Tandridge 009,784,532,798,256,896,1605,143,1200,6214
E02006437,Tandridge 010,986,674,1008,330,1154,2585,183,1465,8385
E02006438,Tandridge 011,1162,728,1066,408,1274,2163,194,1356,8351
E02006439,Waverley 001,725,445,700,301,902,1917,115,1131,6236
E02006440,Waverley 002,678,526,803,312,1000,2397,158,1321,7195
E02006441,Waverley 003,818,467,827,242,1348,3167,206,1354,8429
E02006442,Waverley 004,395,231,584,130,676,2919,99,1383,6417
E02006443,Waverley 005,1020,589,712,325,936,2308,164,1451,7505
E02006444,Waverley 006,597,398,673,200,820,2703,137,1649,7177
E02006445,Waverley 007,562,407,925,215,909,3594,131,1691,8434
E02006446,Waverley 008,567,354,706,204,798,2871,117,1363,6980
E02006447,Waverley 009,496,368,744,157,798,2603,119,1463,6748
E02006448,Waverley 010,604,339,677,174,739,3181,114,1559,7387
E02006449,Waverley 011,770,446,748,271,860,2447,126,1289,6957
E02006450,Waverley 012,578,344,701,189,914,2901,127,1412,7166
E02006451,Waverley 013,1256,838,1538,430,1472,3806,242,2212,11794
E02006453,Waverley 015,828,510,1099,291,1088,2988,191,1393,8388
E02006454,Waverley 016,551,366,643,185,758,2798,113,1351,6765
E02006455,Waverley 017,680,401,652,213,756,2202,96,1144,6144
E02006456,Woking 001,1049,714,950,366,1082,2072,194,1595,8022
E02006457,Woking 002,629,485,937,213,1039,4057,198,1773,9331
E02006458,Woking 003,649,479,841,250,1024,3990,161,1832,9226
E02006459,Woking 004,2025,951,1049,316,1109,2518,325,2363,10656
E02006460,Woking 005,1168,805,1015,335,1203,2617,201,1975,9319
E02006461,Woking 006,627,360,594,156,676,3045,135,1195,6788
E02006462,Woking 007,925,637,955,314,1027,2640,180,1668,8346
E02006463,Woking 008,904,574,796,240,1174,4901,207,1863,10659
E02006464,Woking 009,782,477,796,254,966,2077,142,1317,6811
E02006465,Woking 010,407,317,541,173,679,2821,105,1172,6215
E02006466,Woking 011,1346,821,1159,383,1293,3376,235,2691,11304
E02006467,Woking 012,483,386,691,210,866,2996,118,1516,7266
E02006534,Adur 001,1512,867,1172,531,1295,1840,186,1694,9097
E02006535,Adur 002,859,556,853,312,1021,2137,159,1467,7364
E02006536,Adur 003,1065,748,996,430,1115,1549,159,1438,7500
E02006537,Adur 004,1880,988,1220,447,1375,2258,215,2149,10532
E02006538,Adur 005,982,679,1060,365,1309,3148,199,1521,9263
E02006539,Adur 006,1440,817,937,424,1067,1212,187,1210,7294
E02006540,Adur 007,1158,587,686,377,791,1060,139,926,5724
E02006541,Adur 008,1440,823,1025,440,1083,1580,197,1187,7775
E02006542,Arun 001,703,443,745,246,825,1924,124,728,5738
E02006543,Arun 002,830,518,747,284,879,1450,125,765,5598
E02006544,Arun 003,1525,947,1509,558,1725,3194,240,1918,11616
E02006545,Arun 004,1845,1224,1542,528,1738,2125,246,2911,12159
E02006546,Arun 005,1605,1081,1408,540,1700,2468,321,1845,10968
E02006547,Arun 006,1031,687,951,384,1030,1511,153,1163,6910
E02006548,Arun 007,1420,995,1334,541,1590,1948,228,1699,9755
E02006549,Arun 008,1038,597,847,336,852,1816,194,570,6250
E02006550,Arun 009,1841,1072,1308,551,1386,1831,280,1343,9612
E02006551,Arun 010,1433,786,1035,511,1044,2262,319,565,7955
E02006552,Arun 011,1322,763,947,390,1021,1597,216,1126,7382
E02006553,Arun 012,1592,908,1204,559,1491,1812,282,1815,9663
E02006554,Arun 013,1058,694,891,459,941,1530,187,858,6618
E02006555,Arun 014,1483,774,933,434,1173,1313,257,1328,7695
E02006556,Arun 015,1385,959,1499,540,1620,2547,270,1772,10592
E02006557,Arun 016,1542,861,983,404,1026,1271,194,1487,7768
E02006558,Arun 017,2325,1058,1153,668,1512,2206,445,1357,10724
E02006559,Arun 018,1470,741,1019,513,1135,2202,265,835,8180
E02006560,Arun 019,2083,1033,1268,653,1297,1834,285,1252,9705
E02006561,Chichester 001,691,458,719,233,863,2336,110,1295,6705
E02006562,Chichester 002,563,463,771,230,870,2107,104,1052,6160
E02006563,Chichester 003,637,331,640,187,805,2179,102,871,5752
E02006564,Chichester 004,1086,623,1003,359,1065,2438,173,1245,7992
E02006565,Chichester 005,1016,578,1052,309,1148,2596,163,1301,8163
E02006566,Chichester 006,844,572,914,305,1195,3029,150,1225,8234
E02006567,Chichester 007,912,543,851,328,1063,2585,137,1266,7685
E02006568,Chichester 008,1378,890,1395,421,2338,3712,241,1924,12299
E02006569,Chichester 009,927,639,1134,509,1534,3156,192,1534,9625
E02006570,Chichester 010,1049,603,968,306,1625,3110,214,1032,8907
E02006571,Chichester 011,844,538,919,347,1235,3042,162,1428,8515
E02006572,Chichester 012,1540,947,1353,471,1741,3083,225,2126,11486
E02006573,Chichester 013,1726,942,1333,594,1611,3419,286,1717,11628
E02006574,Chichester 014,2325,1136,1308,737,1494,2201,381,1341,10923
E02006575,Crawley 001,1588,933,1087,367,955,1716,310,1990,8946
E02006576,Crawley 002,917,894,1353,419,1481,3032,235,2383,10714
E02006577,Crawley 003,1485,907,1158,373,1151,1767,255,1995,9091
E02006578,Crawley 004,1797,1258,1388,477,1542,3167,395,2560,12584
E02006579,Crawley 005,1122,847,988,349,1113,2133,214,1584,8350
E02006580,Crawley 006,1214,901,1145,436,1184,1635,235,1646,8396
E02006581,Crawley 007,1484,1023,1222,415,1288,2493,322,2106,10353
E02006582,Crawley 008,590,653,1107,252,1266,2238,141,1602,7849
E02006583,Crawley 009,1204,1006,1350,417,1359,2108,250,1787,9481
E02006584,Crawley 010,1293,941,1130,321,940,1245,192,1776,7838
E02006585,Crawley 011,1262,1004,1152,392,1036,1414,234,1821,8315
E02006586,Crawley 012,1333,1001,1029,316,961,1312,211,1873,8036
E02006587,Crawley 013,1393,1054,1145,361,1082,1517,181,1801,8534
E02006588,Horsham 001,961,787,1360,393,1685,3086,198,1942,10412
E02006589,Horsham 002,974,883,1470,452,1731,3590,235,2007,11342
E02006590,Horsham 003,898,688,1106,360,1345,2649,168,1568,8782
E02006591,Horsham 004,868,680,994,320,1191,2595,183,1441,8272
E02006592,Horsham 005,673,505,832,240,982,2106,144,1196,6678
E02006593,Horsham 006,1435,889,1254,413,1509,3569,258,1959,11286
E02006594,Horsham 007,917,791,1372,403,1627,3257,192,2382,10941
E02006595,Horsham 008,702,533,1180,277,1202,3121,158,1789,8962
E02006596,Horsham 009,837,804,1355,359,1610,2393,176,1828,9362
E02006597,Horsham 010,1165,1012,1601,505,1876,3522,217,2496,12394
E02006598,Horsham 011,589,453,726,283,892,1549,135,825,5452
E02006599,Horsham 012,726,532,896,280,966,2538,159,795,6892
E02006600,Horsham 013,1361,858,1314,465,1401,2742,245,1481,9867
E02006601,Horsham 014,1154,686,1148,363,1316,2582,205,1501,8955
E02006602,Horsham 015,904,644,1114,342,1373,2515,190,1632,8714
E02006603,Horsham 016,911,667,1077,382,1174,2799,183,1275,8468
E02006604,Mid Sussex 001,1598,1108,1652,589,1956,3664,336,2377,13280
E02006605,Mid Sussex 002,683,565,846,284,1056,1673,153,1108,6368
E02006606,Mid Sussex 003,714,727,1144,293,1290,2374,187,1621,8350
E02006607,Mid Sussex 004,772,668,1005,331,1183,2437,155,1409,7960
E02006608,Mid Sussex 005,661,607,826,349,937,1657,146,1148,6331
E02006609,Mid Sussex 006,627,409,826,237,1023,2397,129,1241,6889
E02006610,Mid Sussex 007,671,571,872,289,1179,2622,134,1531,7869
E02006611,Mid Sussex 008,804,641,1308,320,1470,4255,219,2461,11478
E02006612,Mid Sussex 009,1038,718,1202,348,1675,4420,259,2168,11828
E02006613,Mid Sussex 010,873,660,933,293,1069,2206,155,1561,7750
E02006614,Mid Sussex 011,888,789,1520,370,1775,4564,210,2736,12852
E02006615,Mid Sussex 012,594,633,950,279,1232,1863,133,1377,7061
E02006616,Mid Sussex 013,1033,777,1286,419,1562,2679,184,1901,9841
E02006617,Mid Sussex 014,1259,837,1114,410,1340,2338,226,1613,9137
E02006618,Mid Sussex 015,586,529,897,286,1012,1918,156,1072,6456
E02006619,Mid Sussex 016,790,622,1050,300,1210,2978,151,1978,9079
E02006620,Mid Sussex 017,867,638,1083,370,1286,3646,203,1947,10040
E02006621,Worthing 001,1081,768,1027,461,1188,2034,223,910,7692
E02006622,Worthing 002,1111,723,1048,401,1183,1890,191,1338,7885
E02006623,Worthing 003,1308,857,1059,409,1234,1460,184,1577,8088
E02006624,Worthing 004,651,524,925,328,1201,2218,141,1340,7328
E02006625,Worthing 005,908,707,1055,328,1245,2036,166,1606,8051
E02006626,Worthing 006,1256,980,1376,401,1481,1992,207,2493,10186
E02006627,Worthing 007,1297,893,1222,453,1482,2331,207,1721,9606
E02006628,Worthing 008,1107,705,1021,351,1336,2487,152,1783,8942
E02006629,Worthing 009,1232,682,911,335,1058,1934,208,1450,7810
E02006630,Worthing 010,1503,691,1008,366,1213,2711,313,1101,8906
E02006631,Worthing 011,1397,934,1188,391,1409,3289,260,1313,10181
E02006632,Worthing 012,918,666,1049,367,1157,2665,231,1191,8244
E02006633,Worthing 013,1203,738,1167,417,1224,2271,227,1160,8407
E02006782,Bromley 040,1073,617,808,264,947,2604,191,1622,8126
E02006783,Lewisham 037,1359,649,815,243,758,1889,187,1872,7772
E02006784,Lewisham 038,1440,634,883,282,892,2008,209,1620,7968
E02006785,Bexley 029,1148,609,766,282,843,1583,165,1227,6623
E02006786,Greenwich 033,1117,650,691,269,838,2095,203,1696,7559
E02006787,Bromley 041,806,528,780,236,847,2821,133,1743,7894
E02006788,Croydon 045,1009,585,740,222,896,2288,185,1687,7612
E02006789,Bromley 042,1072,613,935,347,952,1573,180,1108,6780
E02006790,Tandridge 012,1080,672,1033,319,1096,1914,178,1422,7714
E02006791,Ealing 040,532,252,448,142,729,4107,117,1240,7567
E02006792,Hounslow 029,721,337,562,174,841,4787,238,1339,8999
E02006793,Enfield 037,2227,813,755,262,912,2069,285,2319,9642
E02006794,Haringey 037,1864,606,636,239,775,1935,220,2012,8287
E02006795,Harrow 032,1061,632,730,194,914,2857,221,1661,8270
E02006796,Hillingdon 033,1201,718,930,368,1254,3003,246,1977,9697
E02006798,Lewisham 039,1127,515,608,216,972,3757,222,1471,8888
E02006799,Barking and Dagenham 023,2134,928,1110,336,1234,2709,328,3262,12041
E02006800,Redbridge 034,2301,1116,1244,399,1540,4255,419,3409,14683
E02006801,Lambeth 036,917,361,528,130,1346,4239,228,818,8567
E02006802,Southwark 034,889,449,561,141,1399,4411,216,1212,9278
E02006821,Portsmouth 026,752,503,788,376,998,1807,122,1314,6660
E02006822,Havant 018,1386,857,1167,551,1478,2130,212,1527,9308
E02006823,Buckinghamshire 039,843,581,916,358,1034,3383,127,1693,8935
E02006824,Buckinghamshire 036,924,749,1190,448,1329,2904,175,1815,9534
E02006825,East Cambridgeshire 011,841,442,667,352,886,1862,139,1013,6202
E02006826,West Suffolk 015,1678,954,1032,686,1227,2328,288,1560,9753
E02006829,East Hampshire 016,821,539,849,382,1094,2404,164,1143,7396
E02006830,Havant 019,1128,684,895,309,1012,1112,124,1406,6670
E02006831,Havant 020,866,563,758,429,1024,1435,180,930,6185
E02006832,Sevenoaks 016,671,592,829,289,948,1414,101,1224,6068
E02006833,Tonbridge and Malling 014,1563,1021,1463,557,1774,3427,230,2371,12406
E02006836,Sutton 025,803,477,774,268,948,3617,129,1705,8721
E02006837,Epsom and Ewell 010,1021,631,1188,341,1386,4747,231,2241,11786
E02006838,East Hampshire 017,751,445,809,261,942,2591,132,1013,6944
E02006839,Waverley 018,742,502,912,241,1054,3484,154,1430,8519
E02006853,Tower Hamlets 032,1061,498,624,165,975,5556,236,1897,11012
E02006854,Tower Hamlets 033,548,256,325,100,589,4206,184,865,7073
E02006855,Canterbury 019,828,392,547,190,1084,2084,138,1155,6418
E02006856,Canterbury 020,1101,579,947,270,2227,4299,266,1455,11144
E02006857,Eastbourne 013,1464,820,1136,487,1379,1824,246,1638,8994
E02006858,Eastbourne 014,970,667,947,325,1057,1740,191,934,6831
E02006859,Thurrock 019,620,514,836,195,938,2468,163,1957,7691
E02006873,South Cambridgeshire 020,475,482,923,209,1098,3644,127,2929,9887
E02006874,South Cambridgeshire 021,738,590,1023,324,1230,3939,138,2251,10233
E02006877,Peterborough 022,1262,910,1242,416,1559,2832,232,2448,10901
E02006878,Peterborough 023,1226,945,1452,378,1681,3406,284,3609,12981
E02006879,Folkestone and Hythe 014,1221,622,747,297,824,1553,150,1129,6543
E02006880,Folkestone and Hythe 015,1057,532,763,258,935,2098,189,813,6645
E02006882,Harrow 033,2416,1128,1276,389,1471,4843,392,2474,14389
E02006886,Vale of White Horse 016,1173,905,1409,490,1814,5037,235,2792,13855
E02006907,Norwich 014,743,430,664,240,1114,3170,166,587,7114
E02006908,Norwich 015,697,437,614,219,801,1891,142,761,5562
E02006918,Hackney 028,1183,445,647,159,794,2914,194,2064,8400
E02006921,Hackney 029,1528,496,655,173,682,1813,203,2375,7925
E02006922,Colchester 022,2345,1389,1721,685,2054,3181,333,2406,14114
E02006924,Redbridge 035,2012,892,1156,245,1415,4850,352,2676,13598
E02006925,Redbridge 036,1815,968,1341,316,1722,5165,396,2697,14420
E02006926,Thurrock 020,795,654,1003,274,1060,2250,149,1824,8009
E02006927,Greenwich 034,1424,688,908,266,1165,5231,228,2459,12369
E02006928,Greenwich 035,903,414,673,176,1631,6241,239,1816,12093
E02006930,Greenwich 037,739,335,527,188,906,5280,143,1726,9844
E02006931,Greenwich 038,879,382,578,163,851,4856,151,1601,9461
E02006937,Luton 022,1666,748,776,389,945,2569,354,1924,9371
E02006938,Luton 023,1230,554,488,301,724,1783,233,1068,6381
E02006939,Reading 019,838,420,451,221,639,3334,213,959,7075
E02006940,Reading 020,726,427,451,176,1253,3927,213,1067,8240
E02006941,Southwark 035,171,77,156,36,409,4097,72,291,5309
E02006942,Southwark 036,581,281,323,108,596,3862,108,887,6746
E02006953,Barnet 042,978,445,559,207,958,4064,301,1655,9167
E02006954,Barnet 043,1428,555,712,222,983,3811,340,2062,10113
E02006955,Brent 035,616,320,431,155,1248,3404,235,1099,7508
E02006956,Brent 036,1498,668,662,240,1326,2642,348,1446,8830
E02006968,Ealing 041,662,303,449,146,664,4460,196,1473,8353
E02006969,Ealing 042,552,236,327,102,538,3566,161,943,6425
E02006970,Ealing 043,1733,750,563,149,556,1431,478,1683,7343
E02006971,Ealing 044,1976,795,656,195,777,1587,511,1798,8295
E02006972,Hounslow 030,648,328,370,149,490,2172,132,1125,5414
E02006973,Hounslow 031,1149,500,632,193,902,3199,240,1680,8495
E02006975,Portsmouth 027,1056,520,806,207,4592,1946,199,949,10275
E02006976,Portsmouth 028,1234,524,563,211,606,788,149,1237,5312
E02006978,Chelmsford 022,758,413,747,239,1315,2708,140,937,7257
E02006979,Chelmsford 023,533,430,627,211,929,2628,143,927,6428
E02006980,Rochford 011,1050,818,1129,372,1139,1551,189,1260,7508
E02006981,Rochford 012,1101,775,1197,412,1293,1585,211,1346,7920
E02006987,Croydon 046,630,311,488,155,741,3843,159,1045,7372
E02006988,Croydon 047,860,448,585,224,751,2668,177,1448,7161
E02006991,Greenwich 039,365,200,338,73,616,3917,130,683,6322
E02006992,Greenwich 040,689,343,431,147,737,4305,143,1433,8228
E02006993,Greenwich 041,547,296,513,154,809,4374,157,1550,8400
E02006994,Greenwich 042,1063,502,618,221,733,2724,194,1586,7641
E02006995,Newham 038,409,194,385,68,887,5173,173,1349,8638
E02006996,Newham 039,845,383,527,147,1003,4070,216,1235,8426
E02006997,Newham 040,585,311,437,128,771,3648,125,883,6888
E02006998,Newham 041,939,474,523,190,717,2434,201,1609,7087
E02006999,Newham 042,748,359,594,172,1074,6180,224,1893,11244
E02007004,Thurrock 021,871,538,720,213,736,1727,151,1734,6690
E02007005,Thurrock 022,1181,672,859,291,928,2126,241,2117,8415
E02007008,Lewisham 040,418,214,334,101,617,3116,130,833,5763
E02007009,Lewisham 041,1282,576,649,265,904,3705,190,1572,9143
E02007010,Bedford 021,951,761,963,413,1231,2256,141,1817,8533
E02007011,Bedford 022,695,521,825,280,1051,2074,129,2022,7597
E02007012,Milton Keynes 033,575,464,812,211,838,2875,158,2347,8280
E02007013,Milton Keynes 034,663,592,854,185,1099,3491,165,3062,10111
E02007014,Milton Keynes 035,633,555,893,208,891,2171,190,1578,7119
E02007015,Milton Keynes 036,680,573,913,255,1229,3452,126,2430,9658
E02007016,Milton Keynes 037,816,601,951,239,1085,3162,155,2203,9212
E02007017,Redbridge 037,1150,554,803,219,1070,2600,230,2189,8815
E02007018,Redbridge 038,975,532,633,166,821,2078,169,1896,7270
E02007019,Redbridge 039,1076,434,439,176,521,2416,225,1873,7160
E02007020,Redbridge 040,1717,815,831,207,1014,2429,382,2445,9840
E02007021,Oxford 020,1138,579,628,307,1625,2568,195,1401,8441
E02007032,North Norfolk 015,1265,736,955,443,1001,1183,205,1030,6818
E02007033,North Norfolk 016,1135,593,858,412,987,1124,143,940,6192
E02007046,Ashford 015,1239,680,856,330,849,1510,176,1391,7031
E02007047,Ashford 016,871,786,1067,330,1305,2309,165,2011,8844
E02007052,Norwich 016,1174,585,687,263,893,1866,149,847,6464
E02007053,Norwich 017,543,389,604,147,1731,2200,119,347,6080
E02007054,South Norfolk 016,792,655,998,302,1300,2482,127,2087,8743
E02007055,South Norfolk 017,1432,776,907,496,1082,1480,205,1158,7536
E02007056,Colchester 023,562,571,949,217,1246,2838,114,2169,8666
E02007057,Colchester 024,541,478,824,236,973,2735,146,1593,7526
E02007068,Slough 015,1094,523,507,181,616,2145,242,1710,7018
E02007069,Slough 016,1459,637,686,232,788,2008,378,1891,8079
E02007074,Southampton 033,1042,539,747,238,2110,2370,253,1441,8740
E02007075,Southampton 034,343,240,393,157,775,2840,102,451,5301
E02007076,Test Valley 016,583,580,870,239,1197,2150,120,1929,7668
E02007077,Test Valley 017,664,536,886,247,1256,1769,113,2005,7476
E02007078,Test Valley 018,959,515,647,299,745,1040,121,751,5077
E02007083,Wandsworth 038,372,205,336,93,624,4926,186,968,7710
E02007084,Wandsworth 039,1258,560,661,240,1095,4232,243,1601,9890
E02007085,South Cambridgeshire 022,992,702,995,437,1443,5004,217,2098,11888
E02007086,Cambridge 015,627,351,688,209,771,5424,168,2895,11133
E02007087,Cambridge 014,336,160,434,104,986,3349,123,735,6227
E02007088,North Hertfordshire 016,735,528,874,263,994,2836,102,1353,7685
E02007089,North Hertfordshire 017,636,576,834,218,1070,2250,159,1662,7405
E02007090,St Albans 021,615,410,682,186,794,2117,128,1335,6267
E02007091,Stevenage 013,741,612,839,284,988,1757,106,1108,6435
E02007092,Welwyn Hatfield 017,937,476,611,249,789,1381,147,897,5487
E02007093,East Hertfordshire 019,938,613,1013,331,1169,2516,136,1398,8114
E02007108,Hackney 030,523,180,255,95,482,3661,115,629,5940
E02007109,Hackney 031,898,344,458,110,690,3837,152,1127,7616
E02007110,Hackney 032,898,307,415,134,798,3585,221,974,7332
E02007111,Hackney 033,445,177,322,66,617,3703,132,487,5949
E02007112,Tower Hamlets 034,321,172,251,101,567,3689,135,657,5893
E02007113,Tower Hamlets 035,615,291,431,109,665,3821,175,1359,7466
E02007114,Tower Hamlets 036,754,343,428,140,808,3675,198,1219,7565
E02007115,Camden 029,1383,561,719,209,2671,4519,323,1203,11588
