Middle layer Super Output Areas Code,Middle layer Super Output Areas,Higher_managerial_administrative_and_professional_occupations,Lower_managerial_administrative_and_professional_occupations,Intermediate_occupations,Small_employers_and_own_account_workers,Lower_supervisory_and_technical_occupations,Semi_routine_occupations,Routine_occupations,Never_worked_and_long_term_unemployed,Full_time_students,Does_not_apply,total
E02006796,Hillingdon 033,1201,1676,1071,934,412,687,683,615,439,1977,9695
E02006798,Lewisham 039,978,1613,626,638,352,680,801,791,939,1471,8889
E02006799,Barking and Dagenham 023,552,1269,946,1150,470,1037,1155,1261,940,3262,12042
E02006800,Redbridge 034,1130,1796,1135,1618,390,1140,1084,1745,1234,3409,14681
E02006801,Lambeth 036,1615,1426,522,489,233,456,530,505,1975,818,8569
E02006802,Southwark 034,1781,1491,565,515,231,508,545,711,1719,1212,9278
E02006821,Portsmouth 026,799,1325,763,592,275,605,458,237,291,1314,6659
E02006822,Havant 018,961,1673,1043,858,522,1013,830,554,327,1527,9308
E02006823,Buckinghamshire 039,1780,1772,863,1036,219,511,394,313,353,1693,8934
E02006824,Buckinghamshire 036,1467,1861,1096,1034,337,703,479,307,437,1815,9536
E02006825,East Cambridgeshire 011,881,1199,656,710,315,436,504,252,234,1013,6200
E02006826,West Suffolk 015,899,1639,946,869,618,1028,1417,462,315,1560,9753
E02006829,East Hampshire 016,1196,1593,775,772,294,652,431,292,248,1143,7396
E02006830,Havant 019,466,924,617,608,358,850,766,445,229,1406,6669
E02006831,Havant 020,714,1182,710,638,314,699,485,321,193,930,6186
E02006832,Sevenoaks 016,668,1158,734,651,272,524,385,244,209,1224,6069
E02006833,Tonbridge and Malling 014,1799,2513,1263,1351,434,792,865,589,425,2371,12402
E02006836,Sutton 025,1901,1720,778,870,171,391,282,477,427,1705,8722
E02006837,Epsom and Ewell 010,2459,2415,1237,1066,253,631,420,480,583,2241,11785
E02006838,East Hampshire 017,1267,1564,693,861,214,453,346,283,248,1013,6942
E02006839,Waverley 018,1676,1803,783,1033,219,465,332,393,385,1430,8519
E02006853,Tower Hamlets 032,2930,1654,675,556,246,632,470,955,998,1897,11013
E02006854,Tower Hamlets 033,2457,1202,365,377,122,286,230,509,661,865,7074
E02006855,Canterbury 019,587,993,423,464,240,566,627,411,952,1155,6418
E02006856,Canterbury 020,1280,1788,719,721,403,825,791,570,2590,1455,11142
E02006857,Eastbourne 013,556,1550,1034,942,453,1110,827,558,326,1638,8994
E02006858,Eastbourne 014,781,1339,762,749,301,758,509,431,267,934,6831
E02006859,Thurrock 019,964,1305,708,701,230,536,499,253,538,1957,7691
E02006873,South Cambridgeshire 020,1713,1661,829,595,278,543,506,244,590,2929,9888
E02006874,South Cambridgeshire 021,1906,2060,952,826,330,592,574,278,464,2251,10233
E02006877,Peterborough 022,1229,1902,1107,732,474,916,1101,535,457,2448,10901
E02006878,Peterborough 023,1457,2093,1216,797,502,910,1204,513,678,3609,12979
E02006879,Folkestone and Hythe 014,345,920,541,660,341,819,799,728,261,1129,6543
E02006880,Folkestone and Hythe 015,723,1337,691,700,325,716,517,625,197,813,6644
E02006882,Harrow 033,1695,2012,1464,2004,355,1082,1016,1332,960,2474,14394
E02006886,Vale of White Horse 016,2456,2691,1233,1489,544,852,794,478,520,2792,13849
E02006907,Norwich 014,1164,1463,665,492,283,663,644,483,670,587,7114
E02006908,Norwich 015,644,1054,549,497,271,545,647,344,252,761,5564
E02006918,Hackney 028,874,1389,573,577,238,504,596,935,652,2064,8402
E02006921,Hackney 029,498,1078,733,525,173,514,523,813,694,2375,7926
E02006922,Colchester 022,1247,2350,1502,1165,671,1639,1438,904,792,2406,14114
E02006924,Redbridge 035,1601,1897,1132,1535,317,916,785,1565,1174,2676,13598
E02006925,Redbridge 036,1869,2121,1296,1628,282,977,747,1354,1450,2697,14421
E02006926,Thurrock 020,935,1401,873,761,285,557,582,294,497,1824,8009
E02006927,Greenwich 034,2274,2282,899,985,380,731,746,909,706,2459,12371
E02006928,Greenwich 035,2918,2172,683,601,271,663,487,683,1800,1816,12094
E02006930,Greenwich 037,2456,1996,612,657,248,533,441,518,659,1726,9846
E02006931,Greenwich 038,2210,1821,621,646,226,503,500,575,758,1601,9461
E02006937,Luton 022,501,1052,646,828,406,837,1488,859,831,1924,9372
E02006938,Luton 023,266,521,336,440,233,597,1016,724,1181,1068,6382
E02006939,Reading 019,1354,1271,507,410,297,542,667,584,484,959,7075
E02006940,Reading 020,1606,1409,601,355,229,540,582,528,1322,1067,8239
E02006941,Southwark 035,2429,1145,258,326,73,120,87,136,446,291,5311
E02006942,Southwark 036,2044,1218,396,391,175,363,349,361,562,887,6746
E02006953,Barnet 042,1464,1480,602,876,250,489,441,885,1027,1655,9169
E02006954,Barnet 043,1194,1451,693,1196,312,703,683,919,900,2062,10113
E02006955,Brent 035,1246,1095,404,462,208,310,494,531,1660,1099,7509
E02006956,Brent 036,645,1007,580,812,304,689,989,823,1534,1446,8829
E02006968,Ealing 041,1956,1669,578,728,169,372,302,584,521,1473,8352
E02006969,Ealing 042,1470,1422,451,548,140,300,290,444,416,943,6424
E02006970,Ealing 043,270,532,408,471,297,653,1219,1181,628,1683,7342
E02006971,Ealing 044,312,613,489,574,327,823,1357,1321,681,1798,8295
E02006972,Hounslow 030,851,922,357,456,163,386,359,480,314,1125,5413
E02006973,Hounslow 031,1131,1501,667,739,302,607,631,730,506,1680,8494
E02006975,Portsmouth 027,346,584,376,306,242,600,708,567,5596,949,10274
E02006976,Portsmouth 028,116,413,334,363,233,668,798,674,476,1237,5312
E02006978,Chelmsford 022,1185,1454,639,518,265,511,618,343,787,937,7257
E02006979,Chelmsford 023,1115,1473,646,428,243,500,469,309,315,927,6425
E02006980,Rochford 011,1010,1460,1016,760,277,632,481,305,306,1260,7507
E02006981,Rochford 012,1036,1471,1075,778,346,695,511,380,280,1346,7918
E02006987,Croydon 046,1543,1651,631,497,217,501,363,538,387,1045,7373
E02006988,Croydon 047,945,1255,640,658,269,557,497,556,336,1448,7161
E02006991,Greenwich 039,1826,1563,489,403,163,280,249,323,340,683,6319
E02006992,Greenwich 040,2182,1476,535,499,198,481,388,528,508,1433,8228
E02006993,Greenwich 041,2009,1546,516,492,199,453,365,463,808,1550,8401
E02006994,Greenwich 042,730,1085,518,621,334,761,707,693,605,1586,7640
E02006995,Newham 038,2421,1806,458,375,155,287,249,383,1153,1349,8636
E02006996,Newham 039,1665,1353,483,571,249,450,480,595,1345,1235,8426
E02006997,Newham 040,1528,1423,486,409,238,424,408,471,619,883,6889
E02006998,Newham 041,612,894,478,696,264,649,660,610,614,1609,7086
E02006999,Newham 042,2908,2351,703,727,328,542,489,562,740,1893,11243
E02007004,Thurrock 021,461,920,564,619,300,561,764,365,403,1734,6691
E02007005,Thurrock 022,502,1162,722,722,394,709,1139,463,487,2117,8417
E02007008,Lewisham 040,1263,1183,375,325,174,334,281,344,652,833,5764
E02007009,Lewisham 041,1123,1706,719,659,371,689,852,854,597,1572,9142
E02007010,Bedford 021,975,1675,860,686,408,726,705,345,335,1817,8532
E02007011,Bedford 022,933,1423,734,537,290,500,557,278,323,2022,7597
E02007012,Milton Keynes 033,1420,1326,689,479,197,458,521,314,527,2347,8278
E02007013,Milton Keynes 034,1548,1649,800,512,292,542,791,313,600,3062,10109
E02007014,Milton Keynes 035,925,1114,788,447,259,565,748,263,436,1578,7123
E02007015,Milton Keynes 036,1651,1838,912,576,277,546,564,381,482,2430,9657
E02007016,Milton Keynes 037,1497,1633,814,682,262,576,591,518,436,2203,9212
