Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_Managers_directors_and_senior_officials,2_Professional_occupations,3_Associate_professional_and_technical_occupations,4_Administrative_and_secretarial_occupations,5_Skilled_trades_occupations,6_Caring_leisure_and_other_service_occupations,7_Sales_and_customer_service_occupations,8_Process_plant_and_machine_operatives,9_Elementary_occupations,Does_not_apply,total
E02005559,King's Lynn and West Norfolk 009,290,438,337,266,447,446,291,480,501,3864,7360
E02005560,King's Lynn and West Norfolk 010,247,987,323,303,448,595,346,583,669,4589,9090
E02005561,King's Lynn and West Norfolk 011,361,617,458,364,582,555,475,875,1021,5576,10884
E02005562,King's Lynn and West Norfolk 012,468,479,376,372,512,347,216,233,331,4125,7459
E02005563,King's Lynn and West Norfolk 013,518,430,368,337,578,456,297,400,359,4314,8057
E02005564,King's Lynn and West Norfolk 014,699,611,857,492,678,387,324,287,347,4963,9645
E02005565,King's Lynn and West Norfolk 015,461,489,389,352,506,352,291,327,345,3837,7349
E02005566,King's Lynn and West Norfolk 016,672,542,491,409,764,488,361,503,488,5700,10418
E02005567,King's Lynn and West Norfolk 017,530,721,559,445,565,491,390,451,579,6618,11349
E02005568,King's Lynn and West Norfolk 018,490,485,402,337,522,366,206,286,342,4159,7595
E02005569,King's Lynn and West Norfolk 019,527,492,550,363,639,374,206,335,450,4803,8739
E02005570,North Norfolk 001,351,357,251,211,357,344,259,130,280,4549,7089
E02005571,North Norfolk 002,400,311,230,134,413,238,188,114,276,3525,5829
E02005572,North Norfolk 003,336,307,239,219,373,425,295,197,394,4758,7543
E02005573,North Norfolk 004,291,292,212,109,305,210,164,96,185,3886,5750
E02005574,North Norfolk 005,473,390,267,241,461,295,236,123,282,4189,6957
E02005575,North Norfolk 006,471,432,321,258,534,306,233,140,291,3995,6981
E02005576,North Norfolk 007,318,310,265,201,381,307,187,177,254,4262,6662
E02005577,North Norfolk 008,415,322,271,209,483,253,224,149,314,3335,5975
E02005578,North Norfolk 009,393,313,260,210,512,309,194,221,361,3144,5917
E02005580,North Norfolk 011,368,370,278,314,547,409,338,370,488,4535,8017
E02005581,North Norfolk 012,466,498,416,291,570,375,232,208,344,4446,7846
E02005582,North Norfolk 013,362,344,256,246,541,350,280,225,327,3872,6803
E02005583,North Norfolk 014,503,495,351,279,555,364,235,198,324,5300,8604
E02005584,Norwich 001,445,764,572,445,637,608,531,591,788,5796,11177
E02005585,Norwich 002,337,672,567,382,580,614,588,526,894,6040,11200
E02005586,Norwich 003,519,1227,851,555,547,571,595,381,684,4422,10352
E02005587,Norwich 004,323,539,421,347,539,567,474,422,682,6019,10333
E02005588,Norwich 005,319,1012,493,361,544,731,513,457,835,7767,13032
E02005589,Norwich 006,310,931,565,330,544,672,491,443,831,7145,12262
E02005592,Norwich 009,470,1839,901,335,268,298,346,124,351,4255,9187
E02005593,Norwich 010,213,586,303,190,228,387,444,182,503,7832,10868
E02005594,Norwich 011,554,1770,761,462,316,401,427,213,538,5496,10938
E02005595,Norwich 012,504,1393,504,324,233,284,233,135,276,5493,9379
E02005596,Norwich 013,384,744,496,362,467,524,458,359,676,5501,9971
E02005598,South Norfolk 002,701,1593,654,412,355,358,264,204,254,5160,9955
E02005599,South Norfolk 003,441,934,532,325,284,286,208,153,233,3805,7201
E02005600,South Norfolk 004,457,590,364,236,354,216,135,125,221,3710,6408
E02005601,South Norfolk 005,285,469,309,216,285,219,182,159,270,3069,5463
E02005602,South Norfolk 006,969,1527,842,582,670,505,361,261,412,6579,12708
E02005603,South Norfolk 007,820,1573,986,664,634,602,488,304,485,6262,12818
E02005604,South Norfolk 008,635,878,507,401,462,345,229,190,307,4892,8846
E02005605,South Norfolk 009,805,1143,677,534,630,445,321,236,345,5552,10688
E02005606,South Norfolk 010,418,534,368,211,453,268,180,180,242,2985,5839
E02005607,South Norfolk 011,795,1075,706,558,763,542,386,365,456,5909,11555
E02005608,South Norfolk 012,511,577,423,347,571,307,212,237,306,4136,7627
E02005609,South Norfolk 013,476,476,378,309,533,353,220,287,299,4216,7547
E02005610,South Norfolk 014,598,574,419,362,588,352,254,294,385,4262,8088
E02005611,South Norfolk 015,574,709,546,465,678,542,443,599,663,5701,10920
E02005921,Cherwell 001,726,810,572,309,408,228,190,196,245,3216,6900
E02005922,Cherwell 002,539,772,624,487,522,433,427,568,592,3876,8840
E02005923,Cherwell 003,241,335,304,215,278,297,293,493,553,3001,6010
E02005924,Cherwell 004,666,1076,772,539,629,572,606,1102,1351,5285,12598
E02005925,Cherwell 005,289,346,341,289,474,535,400,627,735,4852,8888
E02005926,Cherwell 006,561,804,577,416,438,397,322,346,484,4679,9024
E02005927,Cherwell 007,297,669,389,301,293,275,240,281,333,2570,5648
E02005928,Cherwell 008,994,1248,845,535,545,387,365,265,337,5584,11105
E02005929,Cherwell 009,721,761,469,299,420,271,185,157,248,3812,7343
E02005930,Cherwell 010,953,1108,735,460,498,323,290,223,324,4550,9464
E02005931,Cherwell 011,1109,1324,1089,611,619,443,369,311,397,4981,11253
E02005932,Cherwell 012,563,836,580,390,368,262,377,262,391,2697,6726
E02005933,Cherwell 013,437,708,570,447,436,287,488,337,561,3441,7712
E02005934,Cherwell 014,503,689,591,433,562,371,491,311,593,4303,8847
E02005935,Cherwell 015,681,1118,710,454,455,323,586,280,428,3546,8581
E02005936,Cherwell 016,1212,1675,1002,555,665,442,393,305,443,6371,13063
E02005937,Cherwell 017,410,791,389,353,326,263,210,178,307,3314,6541
E02005938,Cherwell 018,324,624,354,330,357,249,217,184,332,2710,5681
E02005939,Cherwell 019,407,831,447,353,408,302,220,200,356,3254,6778
E02005940,Oxford 001,490,1235,357,176,160,135,112,86,162,3240,6153
E02005941,Oxford 002,440,1536,389,169,99,170,84,49,144,4002,7082
E02005942,Oxford 003,444,1410,333,126,61,115,57,34,71,3597,6248
E02005943,Oxford 004,321,1497,411,206,238,271,145,153,339,3753,7334
E02005944,Oxford 005,268,1105,344,290,320,486,280,325,711,4264,8393
E02005945,Oxford 006,464,2598,564,261,212,353,241,126,336,5962,11117
E02005946,Oxford 007,494,1858,571,335,314,340,179,164,325,3887,8467
E02005947,Oxford 008,355,2342,473,204,112,217,154,50,204,14366,18477
E02005948,Oxford 009,378,1608,438,195,116,120,147,53,158,3405,6618
E02005949,Oxford 010,176,1129,299,251,192,377,258,196,442,4300,7620
E02005950,Oxford 011,408,1946,636,236,226,291,339,137,575,6344,11138
E02005951,Oxford 012,300,1335,436,166,143,171,128,102,199,2598,5578
E02005953,Oxford 014,276,1328,490,227,152,192,158,99,310,2780,6012
E02005954,Oxford 015,507,1485,597,367,480,510,343,428,778,4985,10480
E02005955,Oxford 016,422,1141,636,411,528,617,420,467,860,5732,11234
E02005956,Oxford 017,161,352,276,262,337,461,297,364,613,3434,6557
E02005957,Oxford 018,205,594,318,280,314,460,305,346,505,3583,6910
E02005958,South Oxfordshire 001,386,671,454,303,313,214,186,129,208,2515,5379
E02005959,South Oxfordshire 002,518,816,339,242,349,246,135,132,203,2917,5897
E02005960,South Oxfordshire 003,728,903,629,336,356,265,208,132,225,4105,7887
E02005961,South Oxfordshire 004,648,861,461,326,413,246,185,133,166,3296,6735
E02005962,South Oxfordshire 005,977,1109,821,468,640,392,288,232,315,4923,10165
E02005963,South Oxfordshire 006,618,957,462,311,478,329,250,240,404,3985,8034
E02005964,South Oxfordshire 007,677,899,488,344,429,249,178,152,273,3611,7300
E02005965,South Oxfordshire 008,645,653,417,202,317,178,153,87,150,2718,5520
E02005966,South Oxfordshire 009,622,1369,792,487,414,345,291,286,452,3059,8117
E02005967,South Oxfordshire 010,639,1350,825,538,433,407,303,326,541,4172,9534
E02005968,South Oxfordshire 011,745,838,808,532,367,295,182,173,226,3843,8009
E02005969,South Oxfordshire 012,786,1305,701,371,499,386,309,199,331,4812,9699
E02005970,South Oxfordshire 013,290,693,397,269,306,264,237,238,456,2364,5514
E02005971,South Oxfordshire 014,366,703,461,313,408,278,203,251,374,3001,6358
E02005972,South Oxfordshire 015,1061,1783,953,506,570,456,303,207,365,5808,12012
E02005973,South Oxfordshire 016,629,650,445,232,207,213,131,91,221,3094,5913
E02005974,South Oxfordshire 017,758,797,506,227,206,190,135,71,207,3177,6274
E02005975,South Oxfordshire 018,857,1020,580,317,329,239,139,112,220,4421,8234
E02005976,South Oxfordshire 019,898,689,463,203,207,175,110,53,98,3444,6340
E02005977,South Oxfordshire 020,636,717,385,245,280,208,131,81,129,3346,6158
E02005978,Vale of White Horse 001,668,1248,477,293,306,193,198,142,238,3836,7599
E02005979,Vale of White Horse 002,775,1846,706,410,434,317,280,206,340,4965,10279
E02005980,Vale of White Horse 003,850,1350,932,465,533,382,225,347,356,6324,11764
E02005981,Vale of White Horse 004,600,1351,661,523,476,331,259,196,281,3874,8552
E02005982,Vale of White Horse 005,355,906,444,272,266,224,178,124,189,2782,5740
E02005983,Vale of White Horse 006,648,1791,941,534,468,431,318,279,470,5101,10981
E02005984,Vale of White Horse 007,987,1274,736,388,437,288,217,155,229,4438,9149
E02005985,Vale of White Horse 008,375,895,512,317,411,340,247,248,446,4115,7906
E02005986,Vale of White Horse 009,701,1109,721,425,546,424,304,252,420,4790,9692
E02005987,Vale of White Horse 010,876,1357,766,484,520,382,292,256,374,4990,10297
E02005988,Vale of White Horse 011,551,1008,747,503,548,397,335,286,385,4368,9128
E02005991,Vale of White Horse 014,643,1247,816,476,527,448,341,292,408,4868,10066
E02005992,Vale of White Horse 015,1228,2019,1088,605,613,510,335,284,443,6790,13915
E02005993,West Oxfordshire 001,534,719,441,250,466,394,263,183,318,3681,7249
E02005994,West Oxfordshire 002,627,622,427,269,386,299,135,131,241,3134,6271
E02005995,West Oxfordshire 003,652,632,411,251,376,264,153,121,212,3300,6372
E02005996,West Oxfordshire 004,832,1282,681,358,444,323,224,134,252,4401,8931
E02005997,West Oxfordshire 005,503,702,438,211,329,206,138,146,166,3116,5955
E02005998,West Oxfordshire 006,576,963,517,346,336,230,164,148,205,3545,7030
E02005999,West Oxfordshire 007,645,674,436,308,442,258,177,189,246,3168,6543
E02006000,West Oxfordshire 008,965,1347,881,580,632,578,410,321,461,5598,11773
E02006001,West Oxfordshire 009,469,708,594,375,495,319,264,255,350,3259,7088
E02006002,West Oxfordshire 010,671,1007,765,464,655,519,425,402,575,5283,10766
E02006003,West Oxfordshire 011,407,665,420,270,341,265,174,184,217,2985,5928
E02006004,West Oxfordshire 012,790,669,905,543,430,295,174,148,245,3137,7336
E02006005,West Oxfordshire 013,675,818,1070,674,643,594,365,391,485,4317,10032
E02006006,West Oxfordshire 014,365,408,437,318,371,285,233,259,284,2689,5649
E02006007,West Oxfordshire 015,715,791,522,301,402,277,180,158,266,3698,7310
E02006227,Babergh 001,512,487,345,277,435,230,168,119,251,3610,6434
E02006228,Babergh 002,384,488,394,287,455,269,198,206,282,3195,6158
E02006229,Babergh 003,425,434,371,261,396,239,192,180,233,3449,6180
E02006230,Babergh 004,708,803,701,487,678,493,396,258,458,6030,11012
E02006231,Babergh 005,668,828,661,506,524,385,326,286,381,4065,8630
E02006232,Babergh 006,485,426,371,306,369,256,195,179,222,3312,6121
E02006233,Babergh 007,552,767,634,392,713,604,484,467,658,6352,11623
E02006234,Babergh 008,484,603,567,416,677,550,449,428,541,5234,9949
E02006235,Babergh 009,774,829,498,354,460,288,181,154,262,4400,8200
E02006236,Babergh 010,839,979,757,525,563,330,310,210,345,5580,10438
E02006237,Babergh 011,540,715,483,332,418,302,187,185,277,4157,7596
E02006238,West Suffolk 002,448,442,479,357,703,464,321,565,713,5200,9692
E02006239,West Suffolk 001,460,500,1022,368,698,365,196,302,471,4344,8726
E02006240,West Suffolk 003,691,746,993,501,861,486,263,349,479,4863,10232
E02006241,West Suffolk 004,447,473,713,376,600,447,306,370,530,4581,8843
E02006242,West Suffolk 007,855,1144,944,557,650,570,327,353,442,4799,10641
E02006243,West Suffolk 008,571,845,668,417,546,705,366,472,588,4153,9331
E02006245,Ipswich 001,304,423,346,336,441,420,385,395,527,4709,8286
E02006246,Ipswich 002,387,629,514,419,444,307,335,265,357,3775,7432
E02006247,Ipswich 003,337,524,508,422,530,504,515,517,631,4616,9104
E02006248,Ipswich 004,415,870,547,407,432,369,328,255,344,4515,8482
E02006249,Ipswich 005,606,1123,600,357,250,346,251,197,336,4323,8389
E02006250,Ipswich 006,447,682,547,385,426,554,491,715,918,5035,10200
E02006251,Ipswich 007,510,1354,762,509,420,628,520,460,770,4760,10693
E02006252,Ipswich 008,420,1177,645,535,534,524,456,340,486,4584,9701
E02006253,Ipswich 009,424,772,425,383,399,314,252,188,289,3999,7445
E02006254,Ipswich 010,325,568,439,353,424,534,422,574,729,5030,9398
E02006255,Ipswich 011,374,872,536,412,391,423,396,344,507,3870,8125
E02006256,Ipswich 012,374,654,501,408,462,537,438,589,697,5179,9839
E02006257,Ipswich 013,222,303,308,301,383,343,349,318,441,3808,6776
E02006258,Ipswich 014,395,621,544,414,478,479,460,417,660,5184,9652
E02006259,Ipswich 015,249,334,334,308,312,380,299,296,485,4282,7279
E02006260,Ipswich 016,279,429,347,306,507,471,474,476,609,4951,8849
E02006261,Mid Suffolk 001,584,630,468,301,516,305,182,220,320,4430,7956
E02006262,Mid Suffolk 002,728,729,508,397,621,318,267,272,377,4773,8990
E02006263,Mid Suffolk 003,590,544,398,331,574,264,183,245,323,4084,7536
E02006264,Mid Suffolk 004,663,964,603,467,494,358,264,295,369,4392,8869
E02006265,Mid Suffolk 005,529,575,453,344,492,302,221,234,339,3887,7376
E02006266,Mid Suffolk 006,704,848,575,388,588,359,268,279,317,5110,9436
E02006267,Mid Suffolk 007,749,842,508,423,556,303,217,212,284,4252,8346
E02006268,Mid Suffolk 008,252,317,283,242,337,320,249,249,351,3560,6160
E02006269,Mid Suffolk 009,527,702,552,381,473,342,273,283,314,3892,7739
E02006270,Mid Suffolk 010,833,1286,988,727,789,672,550,516,714,5719,12794
E02006271,Mid Suffolk 011,689,865,980,527,638,450,312,349,437,4596,9843
E02006272,Mid Suffolk 012,554,643,461,415,475,347,244,249,280,3980,7648
E02006273,West Suffolk 005,466,475,384,300,472,317,203,217,285,3723,6842
E02006274,West Suffolk 006,583,503,757,327,393,304,182,179,240,3132,6600
E02006275,West Suffolk 009,259,382,326,248,399,473,334,379,601,3598,6999
E02006276,West Suffolk 016,615,829,515,365,430,338,200,233,274,4431,8230
E02006277,West Suffolk 012,585,945,666,446,389,382,268,235,326,3445,7687
E02006278,West Suffolk 011,570,1022,707,342,374,409,310,244,430,3969,8377
E02006279,West Suffolk 014,451,743,530,372,408,409,307,286,452,4791,8749
E02006280,West Suffolk 010,821,929,616,434,525,378,254,244,334,5194,9729
E02006281,West Suffolk 013,429,959,479,323,334,360,244,232,374,4586,8320
E02006282,West Suffolk 017,542,594,359,304,385,224,162,157,187,3607,6521
E02006283,West Suffolk 018,621,640,485,362,475,316,225,239,348,4542,8253
E02006284,West Suffolk 019,396,523,502,378,491,441,284,362,461,3895,7733
E02006285,West Suffolk 021,467,602,527,433,445,477,250,355,478,3515,7549
E02006286,West Suffolk 020,530,651,665,445,733,652,448,620,822,5588,11154
E02006287,East Suffolk 016,492,383,339,183,452,218,158,155,244,3637,6261
E02006288,East Suffolk 017,812,914,611,407,590,374,260,187,352,5546,10053
E02006289,East Suffolk 018,579,610,482,359,607,469,296,244,430,5622,9698
E02006290,East Suffolk 019,435,419,334,277,552,355,295,240,466,4734,8107
E02006291,East Suffolk 020,562,652,473,302,377,312,250,163,264,4316,7671
E02006292,East Suffolk 021,623,699,419,291,349,241,134,151,202,3677,6786
E02006293,East Suffolk 023,778,844,856,442,687,425,282,306,554,5985,11159
E02006294,East Suffolk 022,504,729,482,216,343,292,222,166,299,4627,7880
E02006295,East Suffolk 024,536,916,642,483,487,380,349,234,332,4966,9325
E02006296,East Suffolk 025,920,1553,968,700,544,514,450,270,428,6742,13089
E02006297,East Suffolk 026,604,920,576,495,338,275,268,191,208,4171,8046
E02006298,East Suffolk 027,562,580,562,648,416,433,364,446,443,4686,9140
E02006299,East Suffolk 028,490,571,455,404,264,284,226,249,298,4994,8235
E02006300,East Suffolk 029,291,354,400,493,363,433,356,439,534,4275,7938
E02006301,East Suffolk 030,377,370,358,320,229,270,209,296,326,3552,6307
E02006302,East Suffolk 001,409,492,349,291,364,263,199,198,228,3847,6640
E02006303,East Suffolk 002,247,328,307,238,415,512,317,309,452,4858,7983
E02006304,East Suffolk 003,357,406,393,323,484,406,312,300,336,4831,8148
E02006305,East Suffolk 004,274,331,342,282,452,661,506,450,738,5697,9733
E02006306,East Suffolk 005,310,357,343,241,419,394,258,299,377,4291,7289
E02006307,East Suffolk 007,384,493,398,331,403,337,230,230,261,4257,7324
E02006308,East Suffolk 006,237,348,269,213,340,463,332,337,491,4603,7633
E02006309,East Suffolk 009,192,268,228,193,320,340,274,270,327,4329,6741
E02006310,East Suffolk 008,404,472,461,346,546,501,365,339,393,4248,8075
E02006311,East Suffolk 010,365,491,425,263,417,359,282,321,402,4888,8213
E02006312,East Suffolk 011,504,641,428,360,569,410,298,340,343,4595,8488
E02006313,East Suffolk 012,419,557,449,387,585,542,374,363,388,5867,9931
E02006314,East Suffolk 013,407,520,341,256,527,338,193,298,341,4040,7261
E02006315,East Suffolk 014,368,336,254,181,375,217,176,127,232,3576,5842
E02006316,East Suffolk 015,344,355,302,235,476,304,246,266,309,4238,7075
E02006317,Elmbridge 001,536,748,525,273,264,286,163,112,170,3275,6352
E02006318,Elmbridge 002,955,1007,636,302,161,172,135,73,136,3387,6964
E02006319,Elmbridge 003,496,726,508,356,418,337,238,225,252,3660,7216
E02006320,Elmbridge 004,557,765,529,319,383,375,261,196,282,3582,7249
E02006321,Elmbridge 005,852,983,590,258,155,162,100,40,107,3361,6608
E02006322,Elmbridge 006,836,1077,528,254,174,174,115,49,108,3178,6493
E02006323,Elmbridge 007,855,941,627,323,261,229,192,110,180,3812,7530
E02006324,Elmbridge 008,777,1000,647,364,320,340,232,138,192,3906,7916
E02006325,Elmbridge 009,1247,1441,739,357,164,207,138,64,114,4699,9170
E02006326,Elmbridge 010,886,1001,644,348,236,254,171,100,170,3721,7531
E02006327,Elmbridge 011,914,909,511,247,117,132,95,64,110,3598,6697
E02006328,Elmbridge 012,1235,1274,836,390,276,320,223,157,260,4627,9598
E02006329,Elmbridge 013,948,828,480,244,168,208,122,76,130,3893,7097
E02006330,Elmbridge 014,1021,1153,780,393,367,387,238,147,225,5217,9928
E02006331,Elmbridge 015,891,962,562,280,179,220,124,58,124,3863,7263
E02006332,Elmbridge 016,976,826,497,252,145,213,118,52,118,3452,6649
E02006333,Elmbridge 017,1136,978,615,326,296,303,240,123,236,5685,9938
E02006334,Elmbridge 018,1316,1031,570,257,106,175,93,42,103,4855,8548
E02006335,Epsom and Ewell 001,693,1017,541,497,334,269,189,179,202,3991,7912
E02006336,Epsom and Ewell 002,469,732,467,390,423,396,239,210,297,3544,7167
E02006337,Epsom and Ewell 003,818,1101,681,541,379,305,201,148,207,4490,8871
E02006338,Epsom and Ewell 004,543,837,511,394,315,287,176,119,167,3438,6787
E02006339,Epsom and Ewell 005,884,1364,816,524,489,575,284,234,364,5378,10912
E02006341,Epsom and Ewell 007,816,1376,781,456,398,467,273,173,313,5196,10249
E02006342,Epsom and Ewell 008,705,1256,618,335,235,297,220,101,237,4193,8197
E02006343,Epsom and Ewell 009,900,1297,684,384,314,329,195,119,170,4661,9053
E02006344,Guildford 001,930,931,611,398,387,292,175,136,216,4444,8520
E02006345,Guildford 002,616,680,1456,361,302,261,143,117,213,3525,7674
E02006346,Guildford 003,1187,1198,739,365,303,283,168,89,161,5430,9923
E02006347,Guildford 004,595,866,603,420,386,311,217,170,211,3348,7127
E02006348,Guildford 005,690,1117,579,398,410,377,221,152,221,4297,8462
E02006349,Guildford 006,567,1199,609,359,336,387,241,156,283,3863,8000
E02006350,Guildford 007,345,588,368,245,408,370,239,233,408,3173,6377
E02006351,Guildford 008,701,1230,669,376,336,347,241,135,230,4106,8371
E02006352,Guildford 009,362,765,449,260,293,279,245,122,259,3111,6145
E02006353,Guildford 010,396,560,431,324,358,306,236,178,261,3065,6115
E02006354,Guildford 011,1013,1503,691,355,217,280,213,86,191,5069,9618
E02006355,Guildford 012,230,906,351,233,306,447,385,159,418,6321,9756
E02006356,Guildford 013,986,2116,983,392,441,449,414,157,593,4924,11455
E02006357,Guildford 014,669,886,600,402,395,305,225,199,219,3311,7211
E02006358,Guildford 015,518,1170,553,234,166,220,296,57,259,5499,8972
E02006359,Guildford 016,747,1015,480,212,97,141,105,43,115,3175,6130
E02006360,Guildford 017,912,1014,635,307,286,249,185,87,214,4239,8128
E02006361,Guildford 018,675,666,399,212,253,160,123,62,130,2979,5659
E02006362,Mole Valley 001,654,865,518,312,203,246,163,63,135,3744,6903
E02006363,Mole Valley 002,592,843,441,274,198,170,118,65,96,3257,6054
E02006364,Mole Valley 003,552,857,579,382,446,433,301,189,357,3609,7705
E02006365,Mole Valley 004,652,861,477,250,208,201,131,64,120,3296,6260
E02006366,Mole Valley 005,802,908,594,389,376,295,180,98,184,4196,8022
E02006367,Mole Valley 006,554,664,399,263,207,220,124,72,132,3334,5969
E02006368,Mole Valley 007,532,607,395,245,217,187,120,80,129,3168,5680
E02006369,Mole Valley 008,627,662,427,266,331,240,145,118,131,3311,6258
E02006370,Mole Valley 009,637,985,527,316,295,233,116,76,131,3024,6340
E02006371,Mole Valley 010,696,923,558,341,326,291,207,116,235,3630,7323
E02006372,Mole Valley 011,454,578,397,330,431,341,212,134,287,3246,6410
E02006373,Mole Valley 012,860,768,587,321,453,285,171,88,227,3753,7513
E02006374,Mole Valley 013,709,619,493,374,467,287,179,123,222,3478,6951
E02006375,Reigate and Banstead 001,673,871,504,352,299,247,148,102,150,3427,6773
E02006376,Reigate and Banstead 002,668,867,538,421,406,309,163,142,263,5456,9233
E02006377,Reigate and Banstead 003,593,690,405,350,278,224,135,95,133,3266,6169
E02006378,Reigate and Banstead 004,994,952,709,498,380,351,201,169,236,4359,8849
E02006379,Reigate and Banstead 005,420,636,409,350,430,412,254,157,271,3632,6971
E02006380,Reigate and Banstead 006,793,804,522,345,289,216,146,66,124,3790,7095
E02006381,Reigate and Banstead 007,883,691,500,355,303,261,168,132,155,3806,7254
E02006382,Reigate and Banstead 008,439,728,501,366,331,383,207,194,256,3459,6864
E02006383,Reigate and Banstead 009,1157,1524,845,364,244,293,178,101,156,5253,10115
E02006384,Reigate and Banstead 010,766,1585,846,479,378,517,323,199,411,5417,10921
E02006385,Reigate and Banstead 011,867,1962,1007,565,441,600,350,236,403,4896,11327
E02006386,Reigate and Banstead 012,887,1280,722,343,202,292,170,91,193,4197,8377
E02006387,Reigate and Banstead 013,577,757,506,296,280,310,186,134,215,3527,6788
E02006388,Reigate and Banstead 014,652,1441,735,432,423,515,312,222,360,4235,9327
E02006389,Reigate and Banstead 015,568,776,508,345,392,370,222,169,252,3768,7370
E02006390,Reigate and Banstead 016,757,1101,849,573,553,539,341,263,399,5131,10506
E02006391,Reigate and Banstead 017,684,947,659,468,366,358,265,174,235,3590,7746
E02006392,Reigate and Banstead 018,629,875,626,486,466,528,338,310,400,4509,9167
E02006393,Runnymede 001,458,809,535,284,223,233,262,106,314,3717,6941
E02006394,Runnymede 002,697,931,573,331,276,373,412,144,450,7641,11828
E02006395,Runnymede 003,701,1014,717,522,558,475,375,314,405,4673,9754
E02006396,Runnymede 004,512,546,399,328,314,252,161,138,234,3082,5966
E02006397,Runnymede 005,859,764,406,245,198,171,128,61,121,3382,6335
E02006398,Runnymede 006,716,994,750,480,497,431,238,211,368,3967,8652
E02006399,Runnymede 007,991,1317,982,619,658,616,389,295,495,5910,12272
E02006400,Runnymede 008,518,712,398,272,253,242,141,112,129,2906,5683
E02006401,Runnymede 009,767,1067,845,538,535,541,345,255,426,5392,10711
E02006402,Runnymede 010,860,1083,736,552,500,384,302,239,330,4951,9937
E02006403,Spelthorne 001,361,430,425,366,324,331,270,372,444,3416,6739
E02006404,Spelthorne 002,380,599,457,403,400,375,277,361,477,4029,7758
E02006405,Spelthorne 003,811,1168,863,751,578,504,407,374,451,5526,11433
E02006406,Spelthorne 004,714,1312,836,480,366,351,293,235,366,4002,8955
E02006407,Spelthorne 005,667,795,676,651,497,390,325,305,350,4652,9308
E02006408,Spelthorne 006,566,775,713,595,552,439,306,338,383,4186,8853
E02006409,Spelthorne 007,445,609,453,401,348,314,230,212,304,3465,6781
E02006410,Spelthorne 008,518,705,577,478,446,432,350,294,392,4321,8513
E02006411,Spelthorne 009,617,814,624,412,353,260,199,148,200,3564,7191
E02006412,Spelthorne 010,779,980,635,394,261,274,176,124,191,3928,7742
E02006413,Spelthorne 011,505,619,472,355,306,237,207,169,207,3395,6472
E02006414,Spelthorne 012,500,551,421,410,337,267,180,186,186,3201,6239
E02006415,Spelthorne 013,615,704,567,361,297,245,177,135,150,3737,6988
E02006416,Surrey Heath 001,1091,900,614,346,326,254,204,97,165,4388,8385
E02006417,Surrey Heath 002,518,679,518,301,287,252,185,131,194,3018,6083
E02006418,Surrey Heath 003,677,756,573,328,251,252,197,110,160,3231,6535
E02006419,Surrey Heath 004,619,742,579,372,405,428,339,219,460,4085,8248
E02006420,Surrey Heath 005,918,971,636,358,223,228,199,99,184,3930,7746
E02006421,Surrey Heath 006,1092,1206,834,532,379,382,240,149,245,5277,10336
E02006422,Surrey Heath 007,532,806,528,366,239,241,188,87,133,3086,6206
E02006423,Surrey Heath 008,823,1170,819,480,565,582,416,359,545,5450,11209
E02006424,Surrey Heath 009,597,792,479,351,274,230,171,91,150,3356,6491
E02006425,Surrey Heath 010,411,862,379,359,291,331,198,181,244,3187,6443
E02006426,Surrey Heath 011,463,703,459,297,260,223,179,133,159,2666,5542
E02006427,Surrey Heath 012,637,803,636,403,388,338,219,167,220,3417,7228
E02006429,Tandridge 002,810,1019,739,518,391,304,202,176,184,3867,8210
E02006430,Tandridge 003,720,975,763,562,520,462,288,212,287,4729,9518
E02006431,Tandridge 004,1071,1320,901,541,438,446,282,206,241,6125,11571
E02006432,Tandridge 005,581,615,382,308,223,211,112,87,126,3026,5671
E02006433,Tandridge 006,1084,1189,758,401,295,295,212,108,196,4953,9491
E02006434,Tandridge 007,575,671,470,267,354,314,169,136,215,3458,6629
E02006435,Tandridge 008,607,632,466,294,307,244,134,97,177,3156,6114
E02006436,Tandridge 009,537,570,478,319,373,299,147,150,179,3163,6215
E02006437,Tandridge 010,815,837,584,416,398,350,182,152,249,4403,8386
E02006438,Tandridge 011,885,708,596,449,409,342,245,200,242,4275,8351
E02006439,Waverley 001,560,740,465,302,322,313,165,135,194,3041,6237
E02006440,Waverley 002,609,853,555,305,365,299,219,145,254,3590,7194
E02006441,Waverley 003,727,949,603,264,337,280,234,134,271,4631,8430
E02006442,Waverley 004,831,793,430,194,144,130,105,39,106,3642,6414
E02006443,Waverley 005,556,924,542,327,416,379,253,166,294,3647,7504
E02006444,Waverley 006,713,914,509,262,258,256,176,81,200,3808,7177
E02006445,Waverley 007,803,1334,731,323,275,284,181,80,196,4228,8435
E02006446,Waverley 008,767,869,478,223,267,213,127,67,165,3804,6980
E02006447,Waverley 009,737,787,498,269,238,245,151,76,154,3594,6749
E02006448,Waverley 010,765,1064,563,284,223,249,191,68,182,3797,7386
E02006449,Waverley 011,634,817,497,302,321,249,184,118,204,3627,6953
E02006450,Waverley 012,900,874,494,257,295,264,162,66,195,3658,7165
E02006451,Waverley 013,911,1210,732,493,585,507,271,176,375,6530,11790
E02006453,Waverley 015,882,834,552,303,432,306,150,88,203,4636,8386
E02006454,Waverley 016,732,835,493,249,223,218,141,87,166,3622,6766
E02006455,Waverley 017,564,730,477,252,277,271,155,100,182,3134,6142
